time,rate
08:10,68.7134
08:20,68.7133
08:30,68.7133
08:40,68.7133
08:50,68.7133
09:00,68.7133
09:10,68.7133
09:20,68.7133
09:30,68.7133
09:40,68.7133
09:50,68.7055
10:00,68.7277
10:10,68.7171



















